SOURCE_ID;PAYMENT_METHOD_TYPE;TRANSACTION_TYPE;TRANSACTION_AMOUNT;TRANSACTION_DATE;FEE_AMOUNT;SETTLEMENT_DATE;REAL_AMOUNT;TAXES_AMOUNT;BUSINESS_UNIT;SUB_UNIT;MONEY_RELEASE_DATE
132097427125;available_money;SETTLEMENT;31669.34;2025-11-06T07:06:57.000-03:00;-13142.83;2025-11-06T07:07:03.000-03:00;18051.47;-475.04;Mercado Libre; ;2025-12-04T07:06:57.000-03:00
132700378554;credit_card;SETTLEMENT;24354.20;2025-11-06T07:43:37.000-03:00;-6220.64;2025-11-06T07:44:19.000-03:00;17768.25;-365.31;Mercado Libre; ;2025-12-04T07:43:38.000-03:00
132100163825;available_money;SETTLEMENT;45543.34;2025-11-06T07:46:25.000-03:00;-11931.76;2025-11-06T07:46:33.000-03:00;32928.43;-683.15;Mercado Libre; ;2025-12-05T07:46:25.000-03:00
132702064494;debit_card;SETTLEMENT;22748.09;2025-11-06T08:03:02.000-03:00;-13646.31;2025-11-06T08:03:10.000-03:00;8760.56;-341.22;Mercado Libre; ;2025-12-05T08:03:03.000-03:00
132105992413;available_money;SETTLEMENT;34945.68;2025-11-06T08:48:04.000-03:00;-10225.70;2025-11-06T08:48:11.000-03:00;24195.79;-524.19;Mercado Libre; ;2025-12-05T08:48:04.000-03:00
132708875602;available_money;SETTLEMENT;51321.30;2025-11-06T09:08:47.000-03:00;-15262.41;2025-11-06T09:08:57.000-03:00;36058.89;0.00;Mercado Libre; ;2025-12-05T09:08:47.000-03:00
132110481107;available_money;SETTLEMENT;28929.24;2025-11-06T09:29:18.000-03:00;-7467.15;2025-11-06T09:29:25.000-03:00;21028.15;-433.94;Mercado Libre; ;2025-12-04T09:29:18.000-03:00
132114179667;digital_currency;SETTLEMENT;37000.00;2025-11-06T09:58:42.000-03:00;-11869.83;2025-11-06T09:59:23.000-03:00;24575.17;-555.00;Mercado Libre; ;2025-12-04T09:58:44.000-03:00
132114139777;available_money;SETTLEMENT;561.67;2025-11-06T09:58:42.000-03:00;0.00;2025-11-06T09:59:24.000-03:00;553.24;-8.43;Mercado Libre; ;2025-12-04T09:58:44.000-03:00
132732672946;available_money;SETTLEMENT;28929.24;2025-11-06T12:03:26.000-03:00;-7467.15;2025-11-06T12:03:36.000-03:00;21462.09;0.00;Mercado Libre; ;2025-12-04T12:03:26.000-03:00
132755347488;credit_card;SETTLEMENT;11000.00;2025-11-06T14:48:51.000-03:00;-2885.83;2025-11-06T14:49:05.000-03:00;7949.17;-165.00;Mercado Libre; ;2025-12-05T14:48:53.000-03:00
132174285661;available_money;SETTLEMENT_SHIPPING;7274.79;2025-11-06T17:30:19.000-03:00;0.00;2025-11-06T17:30:30.000-03:00;7165.67;-109.12;Mercado Libre; ;2025-12-04T17:30:19.000-03:00
132775963458;available_money;SETTLEMENT;18120.30;2025-11-06T17:30:18.000-03:00;-5217.08;2025-11-06T17:30:31.000-03:00;5356.63;-271.80;Mercado Libre; ;2025-12-04T17:30:19.000-03:00
132190084765;available_money;SETTLEMENT;37491.89;2025-11-06T19:12:48.000-03:00;-17379.80;2025-11-06T19:12:58.000-03:00;20112.09;0.00;Mercado Libre; ;2025-12-04T19:12:48.000-03:00
132793175882; ;PAYOUTS;-346000.00;2025-11-06T19:28:43.000-03:00;0.00;2025-11-06T19:28:43.000-03:00;-346000.00;0.00;;;
132192852239; ;PAYOUTS;-346000.00;2025-11-06T19:29:41.000-03:00;0.00;2025-11-06T19:29:41.000-03:00;-346000.00;0.00;;;
132204339189;available_money;SETTLEMENT;30236.38;2025-11-06T20:48:07.000-03:00;-15348.81;2025-11-06T20:48:18.000-03:00;14887.57;0.00;Mercado Libre; ;2025-12-04T20:48:08.000-03:00
132815387002;available_money;SETTLEMENT;11406.93;2025-11-06T22:01:23.000-03:00;-2951.34;2025-11-06T22:01:31.000-03:00;7657.10;-798.49;Mercado Libre; ;2025-12-04T22:01:24.000-03:00
131979956260;available_money;REFUND;14215.72;2025-10-31T14:04:32.000-03:00;0.00;2025-11-06T22:28:29.000-03:00;14215.72;0.00;Mercado Libre; ;2025-11-28T14:04:34.000-03:00
132216080409;available_money;SETTLEMENT;35280.96;2025-11-06T22:29:02.000-03:00;-18289.84;2025-11-06T22:29:11.000-03:00;16991.12;0.00;Mercado Libre; ;2025-12-04T22:29:02.000-03:00
132827666816;available_money;SETTLEMENT;38360.02;2025-11-07T00:50:51.000-03:00;-17657.59;2025-11-07T00:51:00.000-03:00;20702.43;0.00;Mercado Libre; ;2025-12-05T00:50:52.000-03:00
1735880516544; ;SETTLEMENT;741.76;2025-11-07T05:23:52.000-03:00;0.00;2025-11-07T05:23:52.000-03:00;741.76;0.00;;;
132846169416;digital_currency;SETTLEMENT;21781.39;2025-11-07T07:04:41.000-03:00;-10918.10;2025-11-07T07:04:54.000-03:00;10536.57;-326.72;Mercado Libre; ;2025-12-05T07:04:42.000-03:00
132851129528;available_money;SETTLEMENT;11406.93;2025-11-07T08:01:03.000-03:00;-2951.34;2025-11-07T08:01:14.000-03:00;8455.59;0.00;Mercado Libre; ;2025-12-05T08:01:04.000-03:00
132256994699;debit_card;SETTLEMENT;34882.30;2025-11-07T09:22:21.000-03:00;-11438.49;2025-11-07T09:23:05.000-03:00;22920.58;-523.23;Mercado Libre; ;2025-12-05T09:22:23.000-03:00
132860240736; ;PAYOUTS;-18208.00;2025-11-07T09:32:53.000-03:00;0.00;2025-11-07T09:32:53.000-03:00;-18208.00;0.00;;;
132870355490;credit_card;SETTLEMENT;68305.54;2025-11-07T10:47:52.000-03:00;-28417.19;2025-11-07T10:48:07.000-03:00;38863.77;-1024.58;Mercado Libre; ;2025-12-05T10:47:54.000-03:00
132755347488; ;DISPUTE;-11000.00;2025-11-07T11:13:08.000-03:00;2885.83;2025-11-07T11:13:08.000-03:00;0.00;165.00;Mercado Libre; ;
132874472232;credit_card;SETTLEMENT;52600.70;2025-11-07T11:18:07.000-03:00;-22214.38;2025-11-07T11:18:21.000-03:00;29597.31;-789.01;Mercado Libre; ;2025-12-05T11:18:10.000-03:00
132886355954;debit_card;SETTLEMENT;21137.59;2025-11-07T12:39:20.000-03:00;-10274.30;2025-11-07T12:39:32.000-03:00;10546.23;-317.06;Mercado Libre; ;2025-12-05T12:39:21.000-03:00
132899496160;available_money;SETTLEMENT;28553.20;2025-11-07T14:12:20.000-03:00;-7406.62;2025-11-07T14:12:27.000-03:00;20718.28;-428.30;Mercado Libre; ;2025-12-05T14:12:20.000-03:00
132308101111;available_money;SETTLEMENT;11406.93;2025-11-07T15:46:11.000-03:00;-2951.34;2025-11-07T15:46:27.000-03:00;8284.49;-171.10;Mercado Libre; ;2025-12-05T15:46:11.000-03:00
132917507482;available_money;SETTLEMENT;39124.35;2025-11-07T16:38:27.000-03:00;-19079.66;2025-11-07T16:38:36.000-03:00;19457.82;-586.87;Mercado Libre; ;2025-12-05T16:38:27.000-03:00
132928157738;debit_card;SETTLEMENT;22337.06;2025-11-07T17:50:53.000-03:00;-13295.57;2025-11-07T17:51:03.000-03:00;9041.49;0.00;Mercado Libre; ;2025-12-05T17:50:55.000-03:00
132331308939;available_money;SETTLEMENT;36240.60;2025-11-07T18:27:32.000-03:00;-10434.16;2025-11-07T18:27:40.000-03:00;25262.83;-543.61;Mercado Libre; ;2025-12-05T18:27:33.000-03:00
132917507482; ;DISPUTE;-39124.35;2025-11-07T19:15:31.000-03:00;19079.66;2025-11-07T19:15:31.000-03:00;0.00;586.87;Mercado Libre; ;
132351571991;available_money;SETTLEMENT;46871.18;2025-11-07T20:35:47.000-03:00;-13368.51;2025-11-07T20:36:35.000-03:00;32799.60;-703.07;Mercado Libre; ;2025-12-05T20:35:48.000-03:00
132956251448;digital_currency;SETTLEMENT;37245.00;2025-11-07T20:47:15.000-03:00;-15348.56;2025-11-07T20:47:24.000-03:00;21896.44;0.00;Mercado Libre; ;2025-12-05T20:47:16.000-03:00
132958209602;credit_card;SETTLEMENT;44037.82;2025-11-07T21:01:17.000-03:00;-12472.38;2025-11-07T21:01:29.000-03:00;30904.87;-660.57;Mercado Libre; ;2025-12-05T21:01:18.000-03:00
132389266623;credit_card;SETTLEMENT;21982.59;2025-11-08T08:11:25.000-03:00;-11119.30;2025-11-08T08:11:39.000-03:00;10533.55;-329.74;Mercado Libre; ;2025-12-06T08:11:27.000-03:00
133010484784;available_money;SETTLEMENT;71844.86;2025-11-08T11:15:35.000-03:00;-33755.23;2025-11-08T11:15:44.000-03:00;37011.96;-1077.67;Mercado Libre; ;2025-12-06T11:15:36.000-03:00
133018137354;bank_transfer;SETTLEMENT;28553.20;2025-11-08T12:06:19.000-03:00;-7406.62;2025-11-08T12:06:39.000-03:00;20718.28;-428.30;Mercado Libre; ;2025-12-06T12:06:31.000-03:00
133029306394;available_money;SETTLEMENT;45026.20;2025-11-08T13:17:14.000-03:00;-13071.50;2025-11-08T13:17:26.000-03:00;31279.31;-675.39;Mercado Libre; ;2025-12-06T13:17:15.000-03:00
132427112953;available_money;SETTLEMENT;13178.40;2025-11-08T13:25:16.000-03:00;-3236.51;2025-11-08T13:25:22.000-03:00;9744.21;-197.68;Mercado Libre; ;2025-12-06T13:25:17.000-03:00
133040191938;available_money;SETTLEMENT;28553.20;2025-11-08T14:40:41.000-03:00;-7406.62;2025-11-08T14:40:52.000-03:00;21146.58;0.00;Mercado Libre; ;2025-12-06T14:40:42.000-03:00
133040191918;available_money;SETTLEMENT;11865.52;2025-11-08T14:40:40.000-03:00;-3025.16;2025-11-08T14:42:01.000-03:00;8840.36;0.00;Mercado Libre; ;2025-12-06T14:40:41.000-03:00
132472153471;credit_card;SETTLEMENT;53851.52;2025-11-08T19:22:41.000-03:00;-23177.64;2025-11-08T19:22:54.000-03:00;30673.88;0.00;Mercado Libre; ;2025-12-06T19:22:42.000-03:00
132482782469;available_money;SETTLEMENT;24576.49;2025-11-08T20:37:58.000-03:00;-15210.48;2025-11-08T20:38:08.000-03:00;9366.01;0.00;Mercado Libre; ;2025-12-06T20:37:59.000-03:00
132489749741;credit_card;SETTLEMENT;17826.59;2025-11-08T21:33:14.000-03:00;-11570.33;2025-11-08T21:34:00.000-03:00;5988.86;-267.40;Mercado Libre; ;2025-12-06T21:33:16.000-03:00
133124070150;digital_currency;SETTLEMENT;21732.59;2025-11-09T09:07:25.000-03:00;-10869.30;2025-11-09T09:07:37.000-03:00;10537.30;-325.99;Mercado Libre; ;2025-12-07T09:07:26.000-03:00
132520606199;available_money;SETTLEMENT;57106.40;2025-11-09T09:12:59.000-03:00;-14008.30;2025-11-09T09:13:07.000-03:00;37241.50;-856.60;Mercado Libre; ;2025-12-07T09:13:00.000-03:00
132525606121;available_money;SETTLEMENT_SHIPPING;11030.99;2025-11-09T10:22:22.000-03:00;0.00;2025-11-09T10:22:28.000-03:00;10865.53;-165.46;Mercado Libre; ;2025-12-07T10:22:22.000-03:00
133129233854;available_money;SETTLEMENT;28553.20;2025-11-09T10:22:21.000-03:00;-6826.62;2025-11-09T10:22:33.000-03:00;10267.29;-428.30;Mercado Libre; ;2025-12-07T10:22:22.000-03:00
133132104922;available_money;SETTLEMENT;35142.40;2025-11-09T10:52:31.000-03:00;-10257.38;2025-11-09T10:53:17.000-03:00;22425.05;-2459.97;Mercado Libre; ;2025-12-07T10:52:32.000-03:00
133158457994;credit_card;SETTLEMENT;35174.19;2025-11-09T14:54:11.000-03:00;-14027.61;2025-11-09T14:54:23.000-03:00;20618.97;-527.61;Mercado Libre; ;2025-12-07T14:54:13.000-03:00
133177699224;credit_card;SETTLEMENT;41361.68;2025-11-09T18:32:55.000-03:00;-13659.07;2025-11-09T18:33:04.000-03:00;24807.29;-2895.32;Mercado Libre; ;2025-12-07T18:32:57.000-03:00
132581686305;credit_card;SETTLEMENT;38250.89;2025-11-09T19:52:48.000-03:00;-20995.58;2025-11-09T19:52:57.000-03:00;16681.55;-573.76;Mercado Libre; ;2025-12-07T19:52:50.000-03:00
133187724212;debit_card;SETTLEMENT;21137.59;2025-11-09T20:11:26.000-03:00;-10274.30;2025-11-09T20:11:40.000-03:00;10546.23;-317.06;Mercado Libre; ;2025-12-07T20:11:28.000-03:00
132601135107;credit_card;SETTLEMENT;17095.72;2025-11-09T23:19:00.000-03:00;-8640.13;2025-11-09T23:19:13.000-03:00;8199.15;-256.44;Mercado Libre; ;2025-12-07T23:19:01.000-03:00
1735928278954; ;SETTLEMENT;349.59;2025-11-10T03:27:20.000-03:00;0.00;2025-11-10T03:27:20.000-03:00;349.59;0.00;;;
133246671440;digital_currency;SETTLEMENT;73579.40;2025-11-10T10:06:49.000-03:00;-16423.19;2025-11-10T10:06:55.000-03:00;52156.21;0.00;Mercado Libre; ;2025-12-08T10:06:50.000-03:00
132654964845;debit_card;SETTLEMENT;34333.20;2025-11-10T11:37:07.000-03:00;-10910.09;2025-11-10T11:37:19.000-03:00;23423.11;0.00;Mercado Libre; ;2025-12-08T11:37:08.000-03:00
133263871232;available_money;SETTLEMENT;34924.19;2025-11-10T12:05:30.000-03:00;-13777.61;2025-11-10T12:05:39.000-03:00;20622.72;-523.86;Mercado Libre; ;2025-12-08T12:05:31.000-03:00
132663858833;available_money;SETTLEMENT;-41061.66;2025-11-10T12:36:07.000-03:00;0.00;2025-11-10T12:36:09.000-03:00;-41061.66;0.00;Mercado Pago;Wallet;2025-11-10T12:36:09.000-03:00
133271296540;available_money;SETTLEMENT;29655.04;2025-11-10T12:54:41.000-03:00;-11821.81;2025-11-10T12:54:53.000-03:00;17833.23;0.00;Mercado Libre; ;2025-12-08T12:54:42.000-03:00
133273647350;available_money;SETTLEMENT;-111402.00;2025-11-10T13:11:20.000-03:00;0.00;2025-11-10T13:11:21.000-03:00;-111402.00;0.00;;;2025-11-10T13:11:21.000-03:00
133273840460;available_money;SETTLEMENT;-40767.00;2025-11-10T13:12:41.000-03:00;0.00;2025-11-10T13:12:42.000-03:00;-40767.00;0.00;;;2025-11-10T13:12:41.000-03:00
132670279053;available_money;SETTLEMENT;-3400.00;2025-11-10T13:21:09.000-03:00;0.00;2025-11-10T13:21:09.000-03:00;-3400.00;0.00;;;2025-11-10T13:21:09.000-03:00
133279551146;credit_card;SETTLEMENT;45683.41;2025-11-10T13:57:02.000-03:00;-20440.96;2025-11-10T13:57:15.000-03:00;25242.45;0.00;Mercado Libre; ;2025-12-08T13:57:04.000-03:00
133324837324;available_money;SETTLEMENT;28553.20;2025-11-10T19:32:25.000-03:00;-7406.62;2025-11-10T19:32:32.000-03:00;20718.28;-428.30;Mercado Libre; ;2025-12-08T19:32:26.000-03:00
132720549555;available_money;SETTLEMENT_SHIPPING;6144.79;2025-11-10T19:39:57.000-03:00;0.00;2025-11-10T19:40:02.000-03:00;5714.65;-430.14;Mercado Libre; ;2025-12-08T19:39:57.000-03:00
133325863672;available_money;SETTLEMENT;14276.60;2025-11-10T19:39:56.000-03:00;-3413.31;2025-11-10T19:40:04.000-03:00;3719.14;-999.36;Mercado Libre; ;2025-12-08T19:39:57.000-03:00
132732770313;available_money;SETTLEMENT;14276.60;2025-11-10T21:04:58.000-03:00;-3413.31;2025-11-10T21:05:08.000-03:00;10863.29;0.00;Mercado Libre; ;2025-12-08T21:04:59.000-03:00
133339485634;available_money;SETTLEMENT;18120.30;2025-11-10T21:16:36.000-03:00;-5217.08;2025-11-10T21:16:47.000-03:00;12631.42;-271.80;Mercado Libre; ;2025-12-08T21:16:36.000-03:00
132734072989;available_money;SETTLEMENT_SHIPPING;3318.96;2025-11-10T21:16:38.000-03:00;0.00;2025-11-10T21:16:50.000-03:00;3269.18;-49.78;Mercado Libre; ;2025-12-08T21:16:38.000-03:00
133339786120;available_money;SETTLEMENT;19383.23;2025-11-10T21:17:10.000-03:00;-5420.39;2025-11-10T21:17:17.000-03:00;6719.44;-290.75;Mercado Libre; ;2025-12-08T21:17:10.000-03:00
132734063601;available_money;SETTLEMENT_SHIPPING;6952.65;2025-11-10T21:17:11.000-03:00;0.00;2025-11-10T21:17:18.000-03:00;6848.36;-104.29;Mercado Libre; ;2025-12-08T21:17:11.000-03:00
132734049621;available_money;SETTLEMENT;19987.24;2025-11-10T21:17:10.000-03:00;-5517.63;2025-11-10T21:17:19.000-03:00;14169.80;-299.81;Mercado Libre; ;2025-12-08T21:17:11.000-03:00
133344204028;available_money;SETTLEMENT;87306.90;2025-11-10T21:58:39.000-03:00;-22485.03;2025-11-10T21:58:48.000-03:00;58710.39;-6111.48;Mercado Libre; ;2025-12-08T21:58:40.000-03:00
132743356867;available_money;SETTLEMENT;31971.49;2025-11-10T22:47:54.000-03:00;-12885.95;2025-11-10T22:48:01.000-03:00;16847.54;-2238.00;Mercado Libre; ;2025-12-08T22:47:54.000-03:00
133351977236;available_money;SETTLEMENT;47375.60;2025-11-10T23:28:54.000-03:00;-13449.71;2025-11-10T23:29:06.000-03:00;30609.60;-3316.29;Mercado Libre; ;2025-12-08T23:28:55.000-03:00
133358463746;available_money;SETTLEMENT;28553.20;2025-11-11T01:31:59.000-03:00;-7406.62;2025-11-11T01:32:46.000-03:00;20718.28;-428.30;Mercado Libre; ;2025-12-09T01:32:00.000-03:00
1735994791774; ;SETTLEMENT;456.61;2025-11-11T03:35:16.000-03:00;0.00;2025-11-11T03:35:16.000-03:00;456.61;0.00;;;
132769973239;available_money;SETTLEMENT;26356.80;2025-11-11T07:16:18.000-03:00;-6473.02;2025-11-11T07:16:28.000-03:00;19883.78;0.00;Mercado Libre; ;2025-12-09T07:16:19.000-03:00
131036482631; ;DISPUTE;-10903.68;2025-11-11T10:39:40.000-03:00;2870.32;2025-11-11T10:39:40.000-03:00;0.00;0.00;Mercado Libre; ;
133411914310;credit_card;SETTLEMENT;45026.20;2025-11-11T12:23:42.000-03:00;-12631.50;2025-11-11T12:23:51.000-03:00;32394.70;0.00;Mercado Libre; ;2025-12-09T12:23:44.000-03:00
132823869131;available_money;SETTLEMENT;22813.86;2025-11-11T14:48:28.000-03:00;-5902.68;2025-11-11T14:48:38.000-03:00;16911.18;0.00;Mercado Libre; ;2025-12-09T14:48:29.000-03:00
132824593575;available_money;SETTLEMENT;28334.99;2025-11-11T14:54:59.000-03:00;-12206.85;2025-11-11T14:55:09.000-03:00;16128.14;0.00;Mercado Libre; ;2025-12-09T14:55:00.000-03:00
132823781461; ;PAYOUTS;-437000.00;2025-11-11T14:59:58.000-03:00;0.00;2025-11-11T14:59:58.000-03:00;-437000.00;0.00;;;
133431908294; ;PAYOUTS;-437000.00;2025-11-11T15:01:05.000-03:00;0.00;2025-11-11T15:01:05.000-03:00;-437000.00;0.00;;;
133444976594;ticket;SETTLEMENT;27618.79;2025-11-11T16:50:56.000-03:00;-11490.65;2025-11-11T17:25:44.000-03:00;14194.82;-1933.32;Mercado Libre; ;2025-12-09T17:25:34.000-03:00
132852763111;debit_card;SETTLEMENT;18462.92;2025-11-11T18:32:01.000-03:00;-10007.33;2025-11-11T18:32:13.000-03:00;8455.59;0.00;Mercado Libre; ;2025-12-09T18:32:03.000-03:00
133474607176;credit_card;SETTLEMENT;23999.09;2025-11-11T20:14:28.000-03:00;-11095.87;2025-11-11T20:14:38.000-03:00;12903.22;0.00;Mercado Libre; ;2025-12-09T20:14:30.000-03:00
132880268905;available_money;SETTLEMENT;26356.80;2025-11-11T21:57:35.000-03:00;-6473.02;2025-11-11T21:58:23.000-03:00;19488.43;-395.35;Mercado Libre; ;2025-12-09T21:58:10.000-03:00
133489758224;available_money;SETTLEMENT;28553.20;2025-11-11T22:24:04.000-03:00;-7406.62;2025-11-11T22:24:18.000-03:00;21146.58;0.00;Mercado Libre; ;2025-12-09T22:24:04.000-03:00
133489896732;available_money;SETTLEMENT;11406.93;2025-11-11T22:26:21.000-03:00;-2951.34;2025-11-11T22:26:30.000-03:00;8284.49;-171.10;Mercado Libre; ;2025-12-09T22:26:22.000-03:00
1736066241803; ;SETTLEMENT;123.81;2025-11-12T05:09:45.000-03:00;0.00;2025-11-12T05:09:45.000-03:00;123.81;0.00;;;
132915046023;available_money;SETTLEMENT;24847.59;2025-11-12T08:14:20.000-03:00;-13984.30;2025-11-12T08:14:30.000-03:00;10490.58;-372.71;Mercado Libre; ;2025-12-10T08:14:21.000-03:00
132917759395;available_money;SETTLEMENT;33917.04;2025-11-12T08:46:47.000-03:00;-12020.60;2025-11-12T08:46:56.000-03:00;21387.68;-508.76;Mercado Libre; ;2025-12-10T08:46:48.000-03:00
132931423935;available_money;SETTLEMENT;10336.00;2025-11-12T10:49:00.000-03:00;-2778.93;2025-11-12T10:49:08.000-03:00;7402.03;-155.04;Mercado Libre; ;2025-12-10T10:49:00.000-03:00
132933182845;debit_card;SETTLEMENT;44037.82;2025-11-12T11:02:13.000-03:00;-12912.38;2025-11-12T11:02:22.000-03:00;30464.87;-660.57;Mercado Libre; ;2025-12-10T11:02:15.000-03:00
133571733768;available_money;SETTLEMENT;28553.20;2025-11-12T15:14:53.000-03:00;-7406.62;2025-11-12T15:15:03.000-03:00;20718.28;-428.30;Mercado Libre; ;2025-12-10T15:14:54.000-03:00
132972436503;available_money;SETTLEMENT;28584.99;2025-11-12T16:29:32.000-03:00;-12456.85;2025-11-12T16:29:42.000-03:00;15699.37;-428.77;Mercado Libre; ;2025-12-10T16:29:33.000-03:00
133584060266;available_money;SETTLEMENT;10336.00;2025-11-12T17:03:52.000-03:00;-2778.93;2025-11-12T17:04:06.000-03:00;7402.03;-155.04;Mercado Libre; ;2025-12-10T17:03:53.000-03:00
132983724241;available_money;SETTLEMENT;10336.00;2025-11-12T17:55:28.000-03:00;-2778.93;2025-11-12T17:55:46.000-03:00;7402.03;-155.04;Mercado Libre; ;2025-12-10T17:55:29.000-03:00
132998568187;credit_card;SETTLEMENT;14056.96;2025-11-12T19:41:05.000-03:00;-3377.95;2025-11-12T19:41:18.000-03:00;10468.16;-210.85;Mercado Libre; ;2025-12-10T19:41:07.000-03:00
133015109589;available_money;SETTLEMENT;10336.00;2025-11-12T21:53:51.000-03:00;-2778.93;2025-11-12T21:53:59.000-03:00;7402.03;-155.04;Mercado Libre; ;2025-12-10T21:53:52.000-03:00
133015164833;available_money;SETTLEMENT;28553.20;2025-11-12T21:53:50.000-03:00;-7406.62;2025-11-12T21:54:00.000-03:00;20718.28;-428.30;Mercado Libre; ;2025-12-10T21:53:51.000-03:00
133623293918;credit_card;SETTLEMENT;42572.39;2025-11-12T21:57:44.000-03:00;-24012.20;2025-11-12T21:57:56.000-03:00;17921.60;-638.59;Mercado Libre; ;2025-12-10T21:57:46.000-03:00
133632789956;available_money;SETTLEMENT;28553.20;2025-11-13T00:04:11.000-03:00;-7406.62;2025-11-13T00:04:20.000-03:00;20718.28;-428.30;Mercado Libre; ;2025-12-11T00:04:12.000-03:00
1736107518711; ;SETTLEMENT;236.44;2025-11-13T02:43:17.000-03:00;0.00;2025-11-13T02:43:17.000-03:00;236.44;0.00;;;
133676456964;available_money;SETTLEMENT;-55692.00;2025-11-13T11:01:19.000-03:00;0.00;2025-11-13T11:01:20.000-03:00;-55692.00;0.00;Mercado Pago;QR;2025-11-13T11:01:20.000-03:00
133073645111;debit_card;SETTLEMENT;27382.13;2025-11-13T11:43:21.000-03:00;-12854.71;2025-11-13T11:43:35.000-03:00;14116.69;-410.73;Mercado Libre; ;2025-12-11T11:43:24.000-03:00
133701320854;bank_transfer;SETTLEMENT;34761.09;2025-11-13T14:11:31.000-03:00;-13153.80;2025-11-13T14:11:54.000-03:00;21607.29;0.00;Mercado Libre; ;2025-12-11T14:11:42.000-03:00
133098192015;credit_card;SETTLEMENT;34869.19;2025-11-13T14:58:33.000-03:00;-13722.61;2025-11-13T14:58:44.000-03:00;21146.58;0.00;Mercado Libre; ;2025-12-11T14:58:35.000-03:00
133108951751;available_money;SETTLEMENT;35424.34;2025-11-13T16:35:13.000-03:00;-14277.76;2025-11-13T16:35:22.000-03:00;0.00;-531.37;Mercado Libre; ;2025-11-13T16:39:42.000-03:00
133108951751; ;DISPUTE;-35424.34;2025-11-13T16:39:45.000-03:00;14277.76;2025-11-13T16:39:45.000-03:00;0.00;531.37;Mercado Libre; ;
133717973832;available_money;SETTLEMENT;35424.34;2025-11-13T16:42:09.000-03:00;-14277.76;2025-11-13T16:42:19.000-03:00;20615.21;-531.37;Mercado Libre; ;2025-12-11T16:42:10.000-03:00
133733343672; ;PAYOUTS;-432926.00;2025-11-13T18:41:27.000-03:00;0.00;2025-11-13T18:41:27.000-03:00;-432926.00;0.00;;;
133734886486; ;PAYOUTS;-432926.00;2025-11-13T18:44:44.000-03:00;0.00;2025-11-13T18:44:44.000-03:00;-432926.00;0.00;;;
133132622559;credit_card;SETTLEMENT;21137.59;2025-11-13T19:24:30.000-03:00;-10274.30;2025-11-13T19:24:39.000-03:00;10546.23;-317.06;Mercado Libre; ;2025-12-11T19:24:31.000-03:00
133772400830;available_money;SETTLEMENT;47992.50;2025-11-14T00:23:31.000-03:00;-12326.04;2025-11-14T00:23:40.000-03:00;34946.57;-719.89;Mercado Libre; ;2025-12-12T00:23:32.000-03:00
1736166924063; ;SETTLEMENT;572.05;2025-11-14T03:42:07.000-03:00;0.00;2025-11-14T03:42:07.000-03:00;572.05;0.00;;;
133793284596;available_money;SETTLEMENT;45627.72;2025-11-14T07:07:09.000-03:00;-11805.36;2025-11-14T07:07:23.000-03:00;33137.94;-684.42;Mercado Libre; ;2025-12-12T07:07:09.000-03:00
133798816848;available_money;SETTLEMENT;11406.93;2025-11-14T08:20:56.000-03:00;-2951.34;2025-11-14T08:21:07.000-03:00;8284.49;-171.10;Mercado Libre; ;2025-12-12T08:20:57.000-03:00
133199345545;available_money;SETTLEMENT;14276.60;2025-11-14T09:46:54.000-03:00;-3413.31;2025-11-14T09:47:03.000-03:00;10649.14;-214.15;Mercado Libre; ;2025-12-12T09:46:55.000-03:00
133807769468;available_money;SETTLEMENT;21964.00;2025-11-14T09:46:54.000-03:00;-5835.86;2025-11-14T09:47:03.000-03:00;15798.68;-329.46;Mercado Libre; ;2025-12-12T09:46:55.000-03:00
133204264183;available_money;SETTLEMENT;11406.93;2025-11-14T10:24:10.000-03:00;-2951.34;2025-11-14T10:24:20.000-03:00;8284.49;-171.10;Mercado Libre; ;2025-12-12T10:24:10.000-03:00
133812509452;available_money;SETTLEMENT_SHIPPING;799.69;2025-11-14T10:24:11.000-03:00;0.00;2025-11-14T10:24:21.000-03:00;787.69;-12.00;Mercado Libre; ;2025-12-12T10:24:11.000-03:00
